binomial,fossilArea
Zamenis persicus,8540.152686
Zootoca vivipara,1095516.594
Chalcides ocellatus,1731644.137
Dibamus novaeguineae,129574.1172
Emoia obscura,18239.52277
Eugongylus rufescens,114492.3909
Hemidactylus frenatus,1723757.259
Abditomys latidens,36.4299683188122
Abeomelomys sevia,0
Abrawayaomys chebezi,0
Abrawayaomys ruschii,0
Abrocoma bennettii,1320.79459733682
Abrocoma boliviensis,0
Abrocoma budini,0
Abrocoma cinerea,96547.661164295
Abrocoma famatina,117.624669736214
Abrocoma shistacea,156.219837567542
Abrocoma uspallata,0
Abrocoma vaccarum,0
Abrothrix andinus,105488.149906619
Abrothrix illutea,18979.8322985652
Abrothrix jelskii,69623.5250261427
Abrothrix lanosus,416.224899915602
Abrothrix longipilis,37570.7528811339
Abrothrix manni,256.299143215697
Abrothrix olivaceus,59264.5198299854
Abrothrix sanborni,76.5954229330101
Acerodon celebensis,7157.9637384747
Acerodon humilis,68.9555010783804
Acerodon jubatus,8669.88527269445
Acerodon leucotis,197.365104987135
Acerodon mackloti,723.536780664581
Acinonyx jubatus,1094646.16998922
Acomys airensis,969965.301890183
Acomys cahirinus,998578.555867749
Acomys cilicicus,0.681837956142972
Acomys cineraceus,183758.947611164
Acomys dimidiatus,216887.196294944
Acomys ignitus,27654.0162107072
Acomys johannis,6250.29625091151
Acomys kempi,239719.284228175
Acomys louisae,143170.806112686
Acomys minous,68.2888811015204
Acomys mullah,30076.7208523177
Acomys muzei,127634.860969617
Acomys nesiotes,2.97028002891696
Acomys ngurui,17167.6207641867
Acomys percivali,61981.9593392309
Acomys russatus,66206.177932717
Acomys selousi,11315.6273259403
Acomys seurati,17010.0041407999
Acomys spinosissimus,8.44640013550606
Acomys subspinosus,2828.6889455773
Acomys wilsoni,400359.150287945
Aconaemys fuscus,0
Aconaemys porteri,0
Aconaemys sagei,2.60545659160594
Acrobates pygmaeus,239858.184574819
Addax nasomaculatus,40008.8954501416
Aegialomys galapagoensis,0
Aegialomys xanthaeolus,27945.263521436
Aepeomys lugens,0
Aepeomys reigi,115.044582901216
Aepyceros melampus,602582.391842842
Aepyprymnus rufescens,37972.7600604663
Aeretes melanopterus,181.367876783256
Aeromys tephromelas,43114.2213293214
Aeromys thomasi,31894.5950245012
Aethalops aequalis,0
Aethalops alecto,1060.94272663754
Aethomys bocagei,8070.86081190691
Aethomys chrysophilus,681199.411517181
Aethomys hindei,427882.398381748
Aethomys ineptus,12895.033627609
Aethomys kaiseri,305146.295655093
Aethomys nyikae,112275.868497338
Aethomys silindensis,749.409774247419
Aethomys stannarius,15869.4496096652
Aethomys thomasi,10422.2480379745
Ailuropoda melanoleuca,0
Ailurops melanotis,19.9246370452407
Ailurops ursinus,7186.24297842498
Ailurus fulgens,0.876388246513337
Akodon aerosus,54.5479108037434
Akodon affinis,9.27343156193765
Akodon albiventer,80558.2800833914
Akodon azarae,806661.523913315
Akodon boliviensis,28493.1057271411
Akodon budini,1585.9971640487
Akodon caenosus,18583.3647225802
Akodon cursor,11941.4965775538
Akodon dayi,140915.531933741
Akodon dolores,431198.982961433
Akodon fumeus,132.630291734184
Akodon iniscatus,105787.731403044
Akodon juninensis,639.049008536569
Akodon kofordi,0
Akodon lindberghi,0
Akodon lutescens,16964.936208624
Akodon mimus,106.101972417516
Akodon molinae,263290.786632229
Akodon mollis,4144.86027314893
Akodon montensis,50810.0900885294
Akodon mystax,0
Akodon orophilus,0
Akodon paranaensis,21292.3874087446
Akodon pervalens,3027.97366967334
Akodon philipmyersi,1492.49037383602
Akodon polopi,20820.1642078508
Akodon reigi,19974.8261320707
Akodon sanctipaulensis,531.647169543353
Akodon serrensis,750.178426481249
Akodon siberiae,0
Akodon simulator,49050.0802022016
Akodon spegazzinii,72622.182505687
Akodon subfuscus,1559.18806587486
Akodon surdus,0
Akodon sylvanus,43.3027362091179
Akodon toba,426586.524369878
Akodon torques,0
Akodon varius,77644.111701311
Alcelaphus buselaphus,839793.176443631
Alces alces,687656.924745815
Alionycteris paucidentata,0
Allactaga balikunica,140416.317663146
Allactaga bullata,721283.404643805
Allactaga elater,1986417.46351563
Allactaga euphratica,115791.07375078
Allactaga firouzi,820.128661248212
Allactaga hotsoni,290303.483210719
Allactaga major,781514.542353835
Allactaga severtzovi,382736.922756378
Allactaga sibirica,1705049.55686644
Allactaga tetradactyla,22510.9528796087
Allactaga toussi,84746.8813014515
Allactaga vinogradovi,9889.56428764929
Allactaga williamsi,79104.3660760151
Allactodipus bobrinskii,176613.562889691
Allenopithecus nigroviridis,138521.918222276
Allocebus trichotis,23.6079538829172
Allochrocebus lhoesti,1021.03741729408
Allochrocebus preussi,13.3086466437326
Allochrocebus solatus,0
Allocricetulus curtatus,289991.903939557
Allocricetulus eversmanni,257356.077192189
Alouatta arctoidea,220065.342530187
Alouatta belzebul,57301.7197105122
Alouatta caraya,797630.672049482
Alouatta discolor,13221.084976178
Alouatta guariba,18030.4193938201
Alouatta juara,220713.498782036
Alouatta macconnelli,74583.633015422
Alouatta nigerrima,7224.91412750186
Alouatta palliata,60036.9079720652
Alouatta pigra,62531.0138003114
Alouatta puruensis,29095.7956442681
Alouatta sara,194085.778469071
Alouatta seniculus,231490.533195316
Alouatta ululata,10138.4705448368
Alticola albicaudus,132.76418159387
Alticola argentatus,367964.76184388
Alticola barakshin,73019.4793950011
Alticola lemminus,51011.7006716182
Alticola macrotis,8845.02664093335
Alticola montosa,155.562903518784
Alticola olchonensis,357.544872004175
Alticola roylei,0
Alticola semicanus,59167.3411152891
Alticola stoliczkanus,495884.532785699
Alticola strelzowi,38641.4348241254
Alticola tuvinicus,3644.72766686243
Amblysomus corriae,724.080809936418
Amblysomus hottentotus,1081.56681970994
Amblysomus marleyi,0
Amblysomus robustus,0
Amblysomus septentrionalis,0
Ametrida centurio,610801.509528543
Ammodillus imbellis,26365.0523550971
Ammodorcas clarkei,3532.09877178918
Ammospermophilus harrisii,83822.656407832
Ammospermophilus interpres,54137.5179132512
Ammospermophilus leucurus,287518.546102359
Ammospermophilus nelsoni,7641.3345728437
Ammotragus lervia,132117.766386469
Amorphochilus schnablii,37089.3603410306
Amphinectomys savamis,3588.82039389704
Anathana ellioti,180633.68082643
Andalgalomys olrogi,43072.5219491653
Andalgalomys pearsoni,134335.948812813
Andinomys edax,22577.5298239851
Anisomys imitator,93.5411414754631
Anomalurus beecrofti,253228.343797769
Anomalurus derbianus,597325.132953683
Anomalurus pelii,3571.21448567388
Anomalurus pusillus,9782.53915203323
Anonymomys mindorensis,0
Anotomys leander,0
Anoura aequatoris,8605.53392618407
Anoura cadenai,1876.60129618519
Anoura caudifer,905031.787550402
Anoura cultrata,16800.3934761073
Anoura fistulata,1322.32299693274
Anoura geoffroyi,1058488.29079159
Anoura latidens,8563.46117501098
Anoura luismanueli,351.104639545829
Anoura peruana,105460.628191283
Anourosorex assamensis,741.412237241808
Anourosorex schmidi,3.24201725998732
Anourosorex squamipes,8875.94973805886
Anourosorex yamashinai,4376.56744892828
Antechinomys laniger,1011648.25613486
Antechinus adustus,56.6213076835452
Antechinus agilis,7129.23827297611
Antechinus bellus,1889.1969954477
Antechinus flavipes,318193.278831039
Antechinus godmani,71.2246968972716
Antechinus leo,111.257964280992
Antechinus minimus,4138.81069167308
Antechinus stuartii,2744.81490367783
Antechinus subtropicus,109.914792160428
Antechinus swainsonii,8157.60037346904
Anthops ornatus,472.521000883762
Antidorcas marsupialis,231376.676101855
Antilocapra americana,206822.221501138
Antilope cervicapra,527271.140060809
Antrozous pallidus,847404.896565201
Aonyx capensis,1945334.05483952
Aonyx cinereus,790535.574847476
Aonyx congicus,177852.506889561
Aotus azarae,887211.207216098
Aotus brumbacki,44707.2294472637
Aotus griseimembra,54387.2612659757
Aotus jorgehernandezi,0
Aotus lemurinus,423.016073194587
Aotus miconax,0
Aotus nancymaae,79278.1628524901
Aotus nigriceps,60600.5470507962
Aotus trivirgatus,13310.768778153
Aotus vociferans,69141.8115456211
Aotus zonalis,7974.02974904061
Aplodontia rufa,4103.02193230209
Apodemus agrarius,1705633.45462547
Apodemus alpicola,136.689562241623
Apodemus argenteus,17364.6760495947
Apodemus avicennicus,105.933251944377
Apodemus chevrieri,3360.12701549895
Apodemus draco,29330.8518431775
Apodemus epimelas,10260.4013460141
Apodemus flavicollis,431405.598752308
Apodemus gurkha,0
Apodemus hyrcanicus,16628.7935388143
Apodemus latronum,13729.0173169692
Apodemus mystacinus,45411.9339453767
Apodemus pallipes,25110.1163076102
Apodemus peninsulae,1021252.94545724
Apodemus ponticus,47134.5684496052
Apodemus rusiges,126.777260909818
Apodemus semotus,4376.56744892828
Apodemus speciosus,17500.2273640554
Apodemus sylvaticus,465344.647862376
Apodemus uralensis,1073053.55806093
Apodemus witherbyi,291163.687187234
Apomys abrae,0.0147321188538243
Apomys aurorae,13.1311581974464
Apomys banahao,0
Apomys brownorum,0
Apomys camiguinensis,0
Apomys datae,8.12922101285563
Apomys gracilirostris,0
Apomys hylocetes,101.326023948899
Apomys insignis,3091.53999187955
Apomys iridensis,3.31666920686298
Apomys littoralis,1140.76276741784
Apomys lubangensis,6.79819401183947
Apomys magnus,0
Apomys microdon,1215.44376333439
Apomys minganensis,12.4679305796218
Apomys musculus,1425.66470025075
Apomys sacobianus,0
Apomys sierrae,3.18679279868298
Apomys zambalensis,0
Aproteles bulmerae,0
Arabitragus jayakari,16.7133027936209
Arborimus albipes,419.279098279797
Arborimus longicaudus,117.969679704001
Arborimus pomo,291.568520188656
Archboldomys luzonensis,0
Archboldomys maximus,0
Arctictis binturong,361376.306449614
Arctocebus aureus,66222.7557056737
Arctocebus calabarensis,21687.6056506076
Arctocephalus australis,1769407.15864502
Arctocephalus forsteri,4589864.57014766
Arctocephalus galapagoensis,0
Arctocephalus gazella,964430.622017756
Arctocephalus philippii,371507.453269025
Arctocephalus pusillus,923701.786683814
Arctocephalus townsendi,103828.082425581
Arctocephalus tropicalis,15196.2299064058
Arctogalidia trivirgata,249802.085405683
Arctonyx albogularis,792599.682851033
Arctonyx collaris,182830.394455753
Arctonyx hoevenii,1089.21611305009
Ardops nichollsi,152.850637818515
Arielulus circumdatus,33372.4351854477
Arielulus cuprosus,150.622719071938
Arielulus societatis,1407.87045861403
Arielulus torquatus,2364.53928794335
Ariteus flavescens,366.436887993172
Artibeus aequatorialis,13551.5202596312
Artibeus amplus,285051.585534145
Artibeus concolor,350516.458916297
Artibeus fimbriatus,119302.455714747
Artibeus fraterculus,27038.1873315357
Artibeus hirsutus,23851.0347470293
Artibeus inopinatus,6655.07904035494
Artibeus jamaicensis,266402.90152227
Artibeus lituratus,1610708.76312494
Artibeus obscurus,1033282.52442436
Artibeus planirostris,1014926.3545324
Artibeus schwartzi,378.651078709432
Arvicanthis abyssinicus,6462.59771639275
Arvicanthis ansorgei,79967.2877289982
Arvicanthis blicki,0
Arvicanthis nairobae,9259.86712094062
Arvicanthis neumanni,113060.067981108
Arvicanthis niloticus,1710036.25735977
Arvicanthis rufinus,39089.8869977185
Arvicola amphibius,1213225.30946294
Arvicola sapidus,17608.0987120698
Arvicola scherman,38931.036979343
Asellia italosomalica,50789.8603701299
Asellia patrizii,20866.0438210909
Asellia tridens,5520595.36397294
Aselliscus stoliczkanus,47541.7897271783
Aselliscus tricuspidatus,11658.625532564
Atelerix albiventris,1466081.71300291
Atelerix algirus,124035.37718054
Atelerix frontalis,115399.157245256
Atelerix sclateri,66419.1459482834
Ateles belzebuth,50750.4763501271
Ateles chamek,372461.749424819
Ateles fusciceps,21920.3970422781
Ateles geoffroyi,158033.738866984
Ateles hybridus,37679.6702304474
Ateles marginatus,21888.9846761949
Ateles paniscus,21300.4490540759
Atelocynus microtis,201687.813163515
Atherurus africanus,322239.794876523
Atherurus macrourus,321635.451579103
Atilax paludinosus,1811122.00427491
Atlantoxerus getulus,25720.5955331582
Atopogale cubana,52.9345719148261
Auliscomys boliviensis,31520.9088220457
Auliscomys pictus,17339.7521060518
Auliscomys sublimis,75059.9905582105
Austronomus australis,2062155.05490926
Austronomus kuboriensis,0
Avahi betsileo,0
Avahi cleesei,0
Avahi laniger,89.1130288068821
Avahi meridionalis,0.0174802692999602
Avahi mooreorum,7.84787374217406
Avahi occidentalis,0
Avahi peyrierasi,0
Avahi ramanantsoavanai,1.42867187412985
Avahi unicolor,0.066337754098141
Axis axis,627159.224305329
Axis calamianensis,26.2506977014222
Axis kuhlii,2.86626070482461
Axis porcinus,198517.596346275
Babyrousa babyrussa,163.919347297859
Babyrousa celebensis,2585.4953095633
Babyrousa togeanensis,26.1171830296161
Baeodon alleni,12004.7778077082
Baeodon gracilis,1004.59781188776
Baiomys musculus,21823.9678526289
Baiomys taylori,238104.511300234
Baiyankamys habbema,0
Baiyankamys shawmayeri,0
Balaena mysticetus,6494894.1675034
Balaenoptera acutorostrata,53137895.0445354
Balaenoptera bonaerensis,21969685.0648505
Balaenoptera borealis,42920901.8874719
Balaenoptera edeni,31118070.8646178
Balaenoptera musculus,50194867.012844
Balaenoptera omurai,11886855.5868203
Balaenoptera physalus,32742440.0611104
Balantiopteryx infusca,192.480271827272
Balantiopteryx io,11141.7455928056
Balantiopteryx plicata,93024.2336788164
Balionycteris maculata,33877.7440020173
Balionycteris seimundi,14973.237151175
Bandicota bengalensis,1402987.96366503
Bandicota indica,1323950.28245717
Bandicota savilei,215694.797501375
Barbastella barbastellus,429172.404412596
Barbastella beijingensis,0
Barbastella leucomelas,594245.223084033
Bassaricyon alleni,397148.250816611
Bassaricyon gabbii,11528.3903206035
Bassaricyon medius,13011.19007295
Bassaricyon neblina,2543.04648903952
Bassariscus astutus,573301.039131042
Bassariscus sumichrasti,101527.558752414
Bathyergus janetta,1541.84820809976
Bathyergus suillus,1059.1071808676
Batomys dentatus,0
Batomys granti,0
Batomys hamiguitan,0
Batomys russatus,39.0029535887398
Batomys salomonseni,169.203709534073
Batomys uragon,0
Bauerus dubiaquercus,42591.0017601929
Bdeogale crassicauda,184524.804539735
Bdeogale jacksoni,1791.22468175644
Bdeogale nigripes,111762.003121983
Bdeogale omnivora,12829.7085570809
Beamys hindei,39702.0095329585
Beatragus hunteri,7972.10854324317
Belomys pearsonii,19175.5068981491
Berardius arnuxii,12361588.7061003
Berardius bairdii,5377707.52381901
Berylmys berdmorei,78908.7859080628
Berylmys bowersi,85651.0066102956
Berylmys mackenziei,2439.87702523978
Berylmys manipulus,4331.8846526057
Bettongia gaimardi,121.153155013111
Bettongia lesueur,574.685323236262
Bettongia penicillata,50.1557453397965
Bettongia tropica,0
Bibimys chacoensis,5181.13975411845
Bibimys labiosus,87.4147120217728
Bibimys torresi,12331.7101125241
Bison bison,1722.01269000582
Bison bonasus,697.603953129826
Biswamoyopterus biswasi,127.847679954575
Biswamoyopterus laoensis,0
Blanfordimys afghanus,18260.3016671702
Blanfordimys bucharensis,7328.7391800917
Blarina brevicauda,20280.6266008107
Blarina carolinensis,175628.097032904
Blarina hylophaga,50641.3062924502
Blarinella griselda,4826.08583116225
Blarinella quadraticauda,35.651481102857
Blarinella wardi,318.09575540632
Blarinomys breviceps,2785.81501415473
Blastocerus dichotomus,947074.32903862
Boneia bidens,3777.24371677939
Bos gaurus,51753.377967049
Bos javanicus,3466.16910080792
Bos mutus,44076.1313297579
Bos sauveli,0
Boselaphus tragocamelus,736564.31852526
Brachiones przewalskii,629654.489468647
Brachylagus idahoensis,149795.797480174
Brachyphylla cavernarum,723.85139729171
Brachyphylla nana,57751.0653493694
Brachytarsomys albicauda,68.7052186640358
Brachytarsomys villosa,0
Brachyteles arachnoides,1729.89472848532
Brachyteles hypoxanthus,113.084291513831
Brachyuromys betsileoensis,0
Brachyuromys ramirohitra,28.7316555976072
Bradypus pygmaeus,0.306485197063709
Bradypus torquatus,3985.97470234468
Bradypus tridactylus,43663.7836694133
Bradypus variegatus,911688.975596575
Brassomys albidens,0
Brucepattersonius griserufescens,188.057370660445
Brucepattersonius guarani,0
Brucepattersonius igniventris,0
Brucepattersonius iheringi,26553.0073000742
Brucepattersonius misionensis,0
Brucepattersonius paradisus,0
Brucepattersonius soricinus,1913.59260667098
Bubalus arnee,2112.80645691384
Bubalus depressicornis,1080.24094609569
Bubalus mindorensis,0
Bubalus quarlesi,494.041018984448
Budorcas taxicolor,6716.16899538953
Bullimus bagobus,3432.74991448489
Bullimus gamay,9.13821791365038
Bullimus luzonicus,755.916594088401
Bunolagus monticularis,389.299149087692
Bunomys andrewsi,6371.49854876861
Bunomys chrysocomus,6941.13869585207
Bunomys coelestis,0
Bunomys fratrorum,55.0972906719049
Bunomys karokophilus,0
Bunomys penitus,0
Bunomys prolatus,0
Bunomys torajae,0
Burramys parvus,0
Cabassous centralis,108480.841749279
Cabassous chacoensis,452917.959315568
Cabassous tatouay,159112.469467437
Cabassous unicinctus,1007849.36712488
Cacajao ayresi,0
Cacajao calvus,22351.7907432382
Cacajao hosomi,0
Cacajao melanocephalus,1659.9002708033
Caenolestes caniventer,0
Caenolestes condorensis,0
Caenolestes convelatus,0
Caenolestes fuliginosus,566.104630382596
Caenolestes sangay,0
Calcochloris obtusirostris,56359.1515518197
Calcochloris tytonis,312.206862007705
Callibella humilis,0
Callicebus barbarabrownae,1446.72371350529
Callicebus coimbrai,1049.52412697841
Callicebus melanochir,2547.17255012513
Callicebus nigrifrons,3085.43884098825
Callicebus personatus,1906.11803362635
Callimico goeldii,49007.7757126638
Callistomys pictus,1072.93642283715
Callithrix aurita,4893.79669584305
Callithrix flaviceps,0
Callithrix geoffroyi,3080.71021042257
Callithrix jacchus,41856.2297798002
Callithrix kuhlii,530.199749097435
Callithrix penicillata,66285.539936198
Callorhinus ursinus,4723593.1688187
Callosciurus adamsi,7692.200584222
Callosciurus albescens,5923.11704132093
Callosciurus baluensis,3.50500871485932
Callosciurus caniceps,130554.754720054
Callosciurus erythraeus,274741.173436714
Callosciurus finlaysonii,225282.173518638
Callosciurus inornatus,9127.2702370593
Callosciurus melanogaster,316.089596935482
Callosciurus nigrovittatus,124592.857485483
Callosciurus notatus,232520.011123536
Callosciurus orestes,0
Callosciurus phayrei,6105.96220810101
Callosciurus prevostii,206447.007300556
Callosciurus pygerythrus,86909.4899275159
Callosciurus quinquestriatus,0
Callospermophilus lateralis,167458.63978467
Callospermophilus madrensis,0
Callospermophilus saturatus,301.282325294675
Calomys boliviae,826.414087518899
Calomys callidus,52042.2659257705
Calomys callosus,1049617.87372131
Calomys expulsus,78938.8426351992
Calomys fecundus,0
Calomys hummelincki,149645.37921363
Calomys laucha,925555.012538056
Calomys lepidus,89890.6648560902
Calomys musculinus,1050521.26890459
Calomys sorellus,7255.60721682914
Calomys tener,189419.16585286
Calomys tocantinsi,77899.9172067457
Calomys venustus,52491.84027083
Calomyscus bailwardi,37935.3843541809
Calomyscus baluchi,24152.6171098284
Calomyscus elburzensis,89418.7477340574
