OBJECTID,FID_AMPHIBIANS_Dissolve,id_no,binomial,original_area_km2,FID_Basins,Type,ID,Structure,Area,SubClass,MainClass,VERTEX,Shape_Length,Shape_Area,final_area_km2
1121,3565,57718,Breviceps poweri,1494374.979,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,297.9959959,18.28040922,219184.5367
1122,3566,57719,Breviceps rosei,12562.74016,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.68988246,0.089521984,917.4297997
1123,3591,57747,Chiasmocleis alagoana,253.0372391,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.099430178,0.000146193,1.774876015
1124,3596,57752,Chiasmocleis capixaba,16774.51514,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.52969726,0.019457525,226.4139872
1125,3606,57762,Chiasmocleis schubarti,69226.92633,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,19.3703696,0.304241766,3561.358285
1126,3633,57792,Cophyla phyllodactyla,9136.230887,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.912886298,0.063763654,764.60204
1127,3639,57798,Copiula oxyrhina,12313.8657,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.935377571,0.001069913,12.94757435
1128,3644,57803,Dasypops schirchi,9689.878914,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.118953744,0.160012238,1864.792202
1129,3653,57812,Elachistocleis surinamensis,213512.6019,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,134.2276969,5.258100156,63956.91011
1130,3660,57819,Sphenophryne thomsoni,28586.92661,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.17498947,0.006753551,82.32248863
1131,3668,57827,Hylophorbus rufescens,9.56571117,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.029065929,1.60092E-05,0.194638395
1132,3702,57862,Sphenophryne dentata,5144.415334,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.056599814,2.10949E-05,0.25546251
1133,3705,57865,Sphenophryne schlaginhaufeni,179361.3376,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,37.74747303,1.372490142,16838.59009
1134,3710,57870,Mantophryne louisiadensis,294.5343946,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.055055862,0.000486132,5.870098482
1135,3786,57949,Phrynomantis affinis,926905.5334,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,122.8323004,9.73242714,116412.5439
1136,3789,57952,Phrynomantis microps,3023303.119,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,385.3537465,23.2926937,280934.4634
1137,3790,57953,Phrynomantis somalicus,51981.03197,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,15.19078247,1.723409316,21199.92847
1138,3795,57959,Cophyla milloti,3324.297977,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.17275952,0.000151754,1.818374468
1139,3796,57960,Cophyla occultans,3646.415661,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.613230618,0.000492159,5.885824034
1140,3798,57962,Cophyla tetra,6320.975409,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.305010015,0.02050323,243.5483773
1141,3828,57994,Rhombophryne testudo,311.1558178,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.300927715,0.001611304,19.31287848
1142,3837,58004,Spelaeophryne methneri,153490.3187,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,14.76139455,0.508403053,6196.906143
1143,3839,58006,Stereocyclops incrassatus,155646.8878,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.78961601,0.31203854,3651.682097
1144,3840,58007,Stereocyclops parkeri,12432.11061,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.333040815,0.163417322,1867.822299
1145,3841,58008,Stumpffia gimmeli,8336.790526,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.139524863,0.028784371,344.7178957
1146,3842,58009,Stumpffia grandis,23152.48241,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.438839992,0.027228639,323.3292322
1147,3844,58011,Stumpffia psologlossa,2003.802492,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.309744839,0.001478544,17.72183792
1148,3845,58012,Stumpffia pygmaea,311.2050773,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.301526486,0.001615412,19.362138
1149,3859,58026,Xenorhina bidens,82011.65696,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,37.16057761,1.232734198,15061.94857
1150,3883,58050,Pseudophryne raveni,71133.91402,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,48.11479749,0.341420224,3839.257664
1151,3885,58052,Pelobates cultripes,493068.6834,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,122.3630901,2.018012665,18876.95029
1152,3886,58054,Pelobates varaldii,6675.675927,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.235507308,0.271851251,2772.463711
1153,3887,58055,Pelodytes ibericus,102533.4027,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.43272823,0.23816036,2350.743604
1154,3898,58067,Cacosternum karooicum,47401.50601,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.277037969,0.125275422,1303.111394
1155,3899,58068,Cacosternum leleupi,34378.93244,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.035392467,0.494252115,5997.282114
1156,3900,58069,Cacosternum namaquense,45610.45872,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.287900063,0.149601793,1618.227265
1157,3905,58074,Phrynobatrachus africanus,715736.6547,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,57.47400309,0.526145936,6472.155324
1158,3908,58078,Petropedetes cameronensis,40795.06994,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.13637777,0.041217092,506.0745123
1159,3909,58079,Petropedetes johnstoni,22030.538,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,15.43666671,0.052490256,644.4259294
1160,3910,58081,Petropedetes newtonii,3422.573089,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.084205053,4.53969E-05,0.557456258
1161,3916,58090,Phrynobatrachus alleni,389259.3433,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,55.29836211,0.828940387,10146.38013
1162,3917,58092,Phrynobatrachus annulatus,175610.2022,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,35.50874106,0.329035729,4032.094559
1163,655,54598,Epidalea calamita,2237365.526,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,682.1121403,24.73699629,191481.2948
1164,1261,55277,Hemisus barotseensis,737.7853912,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.962989084,0.056224046,668.1593588
1165,1263,55279,Hemisus guineensis,6443361.753,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1189.509869,66.4686773,803073.5157
1166,1265,55281,Hemisus marmoratus,9851058.368,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1800.383003,131.6249477,1581289.843
1167,2166,56251,Leptopelis christyi,372527.6875,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,64.77433094,2.426090408,29846.4236
1168,2167,56252,Leptopelis concolor,113154.8711,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,40.75135129,2.960841941,36427.06095
1169,2168,56253,Leptopelis cynnamomeus,717948.1623,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,162.3762355,6.983744463,84457.5704
1170,2170,56255,Leptopelis fiziensis,251.2468736,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.224689012,0.001373319,16.85092675
1171,2171,56257,Leptopelis gramineus,16126.32024,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.601978551,0.032826316,399.3244269
1172,2172,56258,Leptopelis spiritusnoctis,521372.0569,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,163.2755021,5.681237867,69439.6289
1173,2175,56261,Leptopelis kivuensis,16987.06267,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.050068841,0.023012443,283.260146
1174,2177,56263,Leptopelis macrotis,207911.1839,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,54.05730212,0.486257897,5957.020266
1175,2179,56265,Leptopelis millsoni,1723987.843,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,217.1027007,14.8842439,183092.4143
1176,2182,56269,Leptopelis nordequatorialis,36891.95387,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.200388052,0.026577479,325.485295
1177,2183,56270,Leptopelis notatus,2485018.539,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,279.7510039,14.4930688,178222.7338
1178,2184,56271,Leptopelis occidentalis,146699.7154,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.90479791,0.325167024,3986.930874
1179,2930,57045,Pristimantis vinhai,51746.29495,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.43442836,0.144319597,1720.77895
1180,3012,57133,Leptodactylus hylodes,37.64163809,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.253934234,0.000645855,7.811106374
1181,3027,57148,Leptodactylus natalensis,282078.0254,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,102.0770409,1.097290617,12915.86114
1182,3045,57167,Leptodactylus spixi,724709.3115,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,90.83306274,1.073107906,12626.23904
1183,3112,57237,Physalaemus aguirrei,56841.24055,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.23596133,0.250788628,2925.366956
1184,3119,57244,Physalaemus caete,3096.109628,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.205049979,0.000154114,1.872413755
1185,3121,57246,Physalaemus cicada,266645.2645,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.42442977,0.687976053,8282.449067
1186,3123,57248,Physalaemus crombiei,79056.09856,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,23.93596509,0.312987594,3663.260797
1187,3136,57261,Physalaemus kroyeri,285168.0435,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.861661696,0.183983241,2193.017205
1188,3152,57277,Physalaemus signifer,129142.1117,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,60.34226613,0.756605826,8761.59621
1189,3174,57299,Proceratophrys cristiceps,611989.7208,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,50.42718191,2.578943829,31306.6895
1190,3183,57308,Proceratophrys schirchi,113364.8943,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,54.06717531,0.726747085,8409.839294
1191,3787,57950,Phrynomantis annectens,528217.2154,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,122.054474,6.437107865,71781.30468
1192,3788,57951,Phrynomantis bifasciatus,4714507.506,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,922.2208459,64.17977806,760722.1915
1193,3897,58066,Cacosternum boettgeri,2352879.465,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,171.4751289,14.60928623,166012.7158
1194,3918,58093,Phrynobatrachus anotis,14315.41022,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.387385517,0.089482043,1086.106767
1195,3920,58095,Phrynobatrachus auritus,1793488.825,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,218.957645,13.37591761,164595.1649
1196,3921,58096,Phrynobatrachus batesii,146554.3048,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.44023753,0.085274901,1046.688624
1197,3926,58102,Phrynobatrachus cornutus,791166.007,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,62.72809726,0.600398929,7384.739966
1198,3928,58104,Phrynobatrachus cryptotis,13979.13441,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.312191474,0.077172441,936.6868693
1199,3931,58108,Phrynobatrachus elberti,507.4506194,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.618111444,0.016868358,205.6363668
1200,3932,58109,Phrynobatrachus francisci,1825263.491,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,235.9456983,10.36580319,123869.859
1201,3933,58110,Phrynobatrachus fraterculus,193123.5261,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,25.22546597,0.277051756,3385.264135
1202,3935,58112,Phrynobatrachus ghanensis,58946.69078,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.140115818,0.048710086,597.1078493
1203,3936,58113,Phrynobatrachus giorgii,1763.177141,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.323835364,0.005269051,64.8102618
1204,3937,58114,Phrynobatrachus graueri,68433.25895,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.016312858,0.334971687,4123.073487
1205,3938,58115,Phrynobatrachus guineensis,187114.7886,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.582393758,0.029419728,360.4748746
1206,3939,58116,Phrynobatrachus gutturosus,733802.5083,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,19.18014854,0.786546669,9624.881929
1207,3940,58117,Phrynobatrachus hylaios,626218.4377,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,14.90331714,0.241437771,2969.234318
1208,3946,58123,Phrynobatrachus liberiensis,258033.2916,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,38.67852926,0.328096289,4021.05777
1209,3956,58133,Phrynobatrachus perpalmatus,2031564.599,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,311.8016758,17.61622244,213061.3401
1210,3957,58134,Phrynobatrachus phyllophilus,258033.2916,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,38.67852926,0.328096289,4021.05777
1211,3958,58135,Phrynobatrachus plicatus,285268.6242,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.80729397,4.397821838,53901.95021
1212,3959,58136,Phrynobatrachus pygmaeus,526.3820141,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.622642391,0.016779416,204.5517323
1213,3960,58137,Phrynobatrachus rouxi,22.49945732,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.020658345,3.00847E-06,0.037029708
1214,3961,58138,Phrynobatrachus rungwensis,330726.7782,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,130.085136,5.537478528,67040.77817
1215,3964,58142,Phrynobatrachus stewartae,2812.635877,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.274650605,0.005017262,61.25412392
1216,3967,58145,Phrynobatrachus tokba,187123.5384,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,44.11913987,0.372584807,4544.758922
1217,3971,58149,Phrynobatrachus villiersi,95298.48615,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.154981895,0.000587441,7.205285828
1218,3973,58152,Phrynobatrachus sandersoni,64991.23013,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.5357618,0.037697915,462.988741
1219,3987,58166,Xenopus epitropicalis,2327536.09,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,213.380365,13.67731631,168295.8134
1220,3988,58168,Xenopus amieti,8458.763633,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.174435221,0.026495296,324.4787786
1221,3989,58169,Xenopus andrei,251791.0739,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.198112912,0.001521519,18.69617733
1222,3990,58170,Xenopus borealis,149364.5601,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.53353121,0.578276675,7111.610313
1223,3992,58172,Xenopus clivii,502757.576,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,72.48664406,2.672014006,32661.88973
1224,3995,58179,Xenopus pygmaeus,749923.6245,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,105.0161653,9.700876573,119379.515
1225,3997,58181,Xenopus vestitus,20162.65381,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.092928097,0.041831222,514.8676902
1226,3998,58182,Xenopus wittei,24772.9899,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.190892326,0.001475489,18.14546084
1227,4007,58193,Amnirana amnicola,365010.1167,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,33.7973203,0.405509042,4989.327838
1228,4009,58195,Amnirana darlingi,1392594.192,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,211.5431868,15.18958467,181406.9997
1229,4012,58198,Amnirana lepus,1950046.033,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,225.1313583,13.67762596,168301.2548
1230,4045,58233,Aubria subsigillata,145571.2384,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,31.13111682,0.422770224,5202.486063
1231,4059,58250,Conraua alleni,156455.676,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,13.23990359,0.168278263,2056.303416
1232,4060,58251,Conraua beccarii,289875.4655,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.58912453,0.452297632,5460.019308
1233,4061,58252,Conraua crassipes,557445.3751,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,62.51925907,0.628227103,7724.400148
1234,4070,58261,Euphlyctis ehrenbergii,325840.9548,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,115.5123372,3.31201932,38928.86354
1235,4099,58295,Hildebrandtia macrotympanum,738017.6588,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,138.6553732,20.58316072,253119.8644
1236,2156,56238,Kassinula wittei,180915.8879,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,60.86232296,1.953989882,23700.16909
1237,2157,56239,Leptopelis anchietae,474862.1198,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,79.43551098,1.975551911,23765.69961
1238,2158,56241,Leptopelis aubryi,1178961.973,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,119.8523681,8.313723003,102300.111
1239,2159,56243,Leptopelis bequaerti,16.76325271,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.00345745,4.74609E-07,0.005805606
1240,2160,56244,Leptopelis bocagii,3233102.187,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,708.2749717,36.6898551,444369.9049
1241,2161,56245,Leptopelis boulengeri,792252.6348,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,93.77575582,4.769306087,58488.45645
1242,2163,56247,Leptopelis brevirostris,543128.2013,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,50.90562862,1.784210484,21891.87422
1243,3913,58086,Phrynobatrachus acridoides,1759744.528,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,525.1768936,31.6582897,374726.262
1244,3952,58129,Phrynobatrachus ogoensis,1026.159304,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.325773008,0.001025565,12.53877868
1245,3954,58131,Phrynobatrachus parkeri,422745.2997,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,102.2312398,3.976620678,48935.00313
1246,3955,58132,Phrynobatrachus parvulus,2022241.543,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,431.3150461,21.49330204,258040.3902
